registration_number,publishable,partner_departments,subjects,title_en,title_fr,description_en,description_fr,target_participants_and_audience,start_date,end_date,status,profile_page_en,profile_page_fr,report_available_online,report_link_en,report_link_fr,contact_email,policy_program_lead_email,remarks_en,remarks_fr,high_profile,rationale,record_created,record_modified,user_modified,owner_org,log_date,log_activity
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-07-08,D
C-000047,N,"D235,D253","AD,EX,FD,FS",Boat to Plate Traceability Program,Programme de traçabilité « du bateau à la table » ,"The CFIA with support from Fisheries and Oceans Canada (DFO) and Agriculture and Agri-Food Canada (AAFC) is leading the work on fulfilment of the Minister of Health's mandate letter commitment to develop a boat-to-plate traceability program. Various stakeholder engagement activities are planned. In addition, a public discussion paper is planned for Winter 2021 for stakeholder input; this will inform the approach to delivering on the mandate commitment.","L'ACIA, avec le soutien de Pêches et Océans Canada (MPO) et d'Agriculture et Agroalimentaire Canada (AAC), dirige les travaux sur la réalisation de l'engagement du ministre de la Santé dans la lettre de mandat d'élaborer un programme de traçabilité du navire jusqu'à l’assiette. Plusieurs discussions avec des intervenants sont planifiées. Un document de travail public sera publié en ligne pour tous les intervenants en hiver 2021  afin de recueillir les commentaires des intervenants qui éclaireront l'approche de réalisation de l'engagement du mandat.","AC,CC,MA,NG,OD",2021-02-01,2021-04-16,P,N,N,,,,Jodi White (jodi.white@canada.ca),"Tammy Switucha (tammy.switucha@canada.ca)
Jodi White (jodi.white@canada.ca)",,,Y,ML,2020-07-29T18:28:48,2020-10-29T17:36:45,smitchell,cfia-acia,2022-07-09,D
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-07-09,D
C-0000748,Y,,"HS,PO","Guidelines for Canadian Recreational Water Quality: Physical, Aesthetic and Chemical Characteristics","Recommandations au sujet de la qualité des eaux utilisées à des fins récréatives au Canada : Caractéristiques physiques, esthétiques et chimiques","Pursuant to subsection 55(3) of the Canadian Environmental Protection Act, 1999, the Minister of Health hereby gives notice of the final Guidelines for Canadian Recreational Water Quality: Physical, Aesthetic and Chemical Characteristics. The technical document for these guidelines is available on the Water Quality website. This document underwent a public consultation period of 60 days in 2021 and was updated taking into consideration the comments received.","En vertu du paragraphe 55(3) de la Loi canadienne sur la protection de l’environnement (1999), le ministre de la Santé donne avis, par la présente, des Recommandations finalisées au sujet de la qualité des eaux utilisées à des fins récréatives au Canada : Caractéristiques physiques, esthétiques et chimiques. Le document technique des recommandations est disponible sur le site Web sur la qualité de l’eau. Ce document a fait l’objet d’une consultation publique d’une durée de 60 jours en 2021 et a été mis à jour pour tenir compte des commentaires obtenus.","AC,BS,CC,FM,MA,RC,RO,SL",2022-07-02,2022-08-31,O,https://canadagazette.gc.ca/rp-pr/p1/2022/2022-07-02/html/notice-avis-eng.html#ne2,https://canadagazette.gc.ca/rp-pr/p1/2022/2022-07-02/html/notice-avis-fra.html,N,,,,,,,N,,2022-07-08T18:00:27,2022-07-08T18:00:27,johnregimbald,hc-sc,2022-07-12,D
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-07-12,D
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-07-13,D
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-07-14,D
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-07-15,D
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-07-16,D
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-07-18,D
,N,D278,"CM,DV,EC,ED,EM,IP,IT,LT,TF",Consultations for the Gordie Howe International Bridge Community Benefits Plan,Consultations pour le plan d'avantages pour la communauté pour la pont internationale Gordie-Howe,"The Community Benefits Plan is delivered as part of the Gordie Howe International Bridge Project.  Windsor-Detroit Bridge Authority and the private-sector partner, Bridging North America have held multiple meetings and consultations with stakeholders and the public in Windsor, Ontario and Detroit, Michigan and surrounding regions to seek their input. Feedback provided through these consultations will inform Bridging North Amercia's development of initiatives included in the final Community Benefits Plan. ","Le plan d'avantages pour la communauté est élaboré dans le cadre du projet du pont international Gordie-Howe. L'Autorité du pont Windsor-Détroit et le partenaire du secteur privé, Bridging North America, ont tenu de multiples réunions et consultations avec les intervenants et le public de Windsor (Ontario), Détroit (Michigan) et les régions environnantes afin de receuillir leurs commentaires. Les commentaires fournis dans le cadre de ces consultations permettront à Bridging North America de développer des initiatives qui seront intégrées au plan d'avantages pour la communauté définitif.","BS,CC,CS,ET,FC,FN,GP,IP,PA,SM,ST",2019-01-01,2019-03-31,CA,https://www.gordiehoweinternationalbridge.com/en/community-benefits-section,https://www.gordiehoweinternationalbridge.com/fr/avantages-pour-la-communaute-section,N,,,heather.grondin@wdbridge.com,heather.grondin@wdbridge.com,,,Y,IN,2019-07-26T17:09:25,2021-08-10T15:34:27,integ_reg_plan_infc,infc,2022-07-19,D
